URI,CIS,libelle,actif,dateDebut,dateFin,codeATC,libelleATC,typeProcedureCourante,statutCourant,categorie,causeNonVirtualisation,causeExceptionPrescriptionDC
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67818595,67818595,"GABAPENTINE TEVA 100 mg, gélule",true,2005-03-08,,N02BF01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65419882,65419882,"DULOXETINE BIOGARAN 60 mg, gélule gastro-résistante",true,2015-08-31,,N06AX21,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66116589,66116589,"GAVISCON, suspension buvable en sachet",true,1988-05-06,,A02BX,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61876410,61876410,"TUSSIPAX, comprimé pelliculé",true,1994-01-12,,R05DA20,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63241242,63241242,"CELIPROLOL SANDOZ 200 mg, comprimé pelliculé sécable",true,2001-10-24,,C07AB08,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62148415,62148415,"RITONAVIR ARROW 100 mg, comprimé pelliculé",true,2021-08-10,,J05AE03,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65852428,65852428,"RINVOQ 15 mg, comprimé à libération prolongée",true,2019-12-16,,L04AA44,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67597054,67597054,"L-THYROXIN HENNING 25 microgrammes, comprimé sécable",true,2018-01-25,,H03AA01,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69389536,69389536,"SIMVASTATINE ACCORD HEALTHCARE 10 mg, comprimé pelliculé",true,2008-09-24,,C10AA01,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68622585,68622585,"DILTIAZEM TEVA 60 mg, comprimé",true,1992-03-31,,C08DB01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61993698,61993698,SUPPOSITOIRES A LA GLYCERINE MONOT NOURRISSONS,true,1990-12-06,,A06AX01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61081853,61081853,"ESCITALOPRAM MYLAN GENERIQUES 20 mg, comprimé pelliculé sécable",false,2014-01-27,2019-04-02,N06AB10,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63378561,63378561,"PYRALVEX, solution buccale et gingivale",true,1996-02-29,,A01AD11,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61138457,61138457,"IBUPROFENE TEVA CONSEIL 400 mg, comprimé pelliculé",true,2010-12-29,,M01AE01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68664125,68664125,"ZYPREXA VELOTAB 5 mg, comprimé orodispersible",true,2000-02-03,,N05AH03,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68198987,68198987,"SOLIFENACINE TEVA 10 mg, comprimé pelliculé",true,2017-09-07,,G04BD08,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67581317,67581317,"ALTEIS 20 mg, comprimé pelliculé",true,2003-10-29,,C09CA08,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61490049,61490049,"HALDOL 1 mg, comprimé",true,1986-09-16,,N05AD01,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67260521,67260521,"ACICLOVIR VIATRIS 800 mg, comprimé",true,1998-03-20,,J05AB01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60987991,60987991,"FORTZAAR 100 mg/25 mg, comprimé pelliculé",true,1999-08-03,,C09DA01,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65662763,65662763,"VALACICLOVIR SANDOZ 500 mg, comprimé pelliculé",true,2008-03-04,,J05AB11,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63374666,63374666,"WILZIN 25 mg, gélule",true,2004-10-13,,A16AX05,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65224035,65224035,"GESTODENE/ETHINYLESTRADIOL ZENTIVA 75 microgrammes/30 microgrammes, comprimé enrobé",false,2006-10-09,2021-12-17,G03AA10,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62867371,62867371,"MEGAMAG 45 mg, gélule",true,2010-07-06,,A12CC05,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67413458,67413458,"ENALAPRIL/LERCANIDIPINE TEVA 20 mg/10 mg, comprimé pelliculé",true,2017-07-10,,C09BB02,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62203705,62203705,"XIOP 50 microgrammes/mL, collyre en solution en récipient unidose",true,2021-07-27,,S01EE01,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60125777,60125777,"CYAMEMAZINE VIATRIS 100 mg, comprimé pelliculé sécable",true,2018-11-28,,N05AA06,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61712585,61712585,"SILDENAFIL ALMUS 100 mg, comprimé pelliculé",true,2020-11-05,,G04BE03,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67734275,67734275,"VIDPREVTYN BETA, solution et émulsion pour émulsion injectable. Vaccin contre la COVID-19 (recombinant avec adjuvant)",true,2022-11-10,,J07BN04,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61085944,61085944,"CIPROFLOXACINE KABI 200 mg/100 ml, solution pour perfusion",true,2008-09-09,,J01MA02,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60058620,60058620,"LYNPARZA 150 mg, comprimé pelliculé",true,2018-05-08,,L01XK01,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64427189,64427189,"DECTOVA 10 mg/1 mL, solution pour perfusion",true,2019-04-26,,J05AH01,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66820789,66820789,"GALANTAMINE BIOGARAN LP 24 mg, gélule à libération prolongée",true,2012-01-13,,N06DA04,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67019171,67019171,"SERTRALINE BIOGARAN 25 mg, gélule",true,2006-03-30,,N06AB06,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62266004,62266004,"GLUCOSE 10 % LAVOISIER, solution pour perfusion",true,1998-03-05,,B05BA03,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66454128,66454128,"BIMATOPROST TIMOLOL BIOGARAN 0,3 mg/mL + 5 mg/mL, collyre en solution",true,2018-04-04,,S01ED51,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68399755,68399755,"APREPITANT REDDY PHARMA 125 mg, gélule et APREPITANT REDDY PHARMA 80 mg, gélule",false,2019-01-11,2022-06-09,A04AD12,,Procédure décentralisée,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66770973,66770973,"TUSSISEDAL, sirop",true,1997-12-08,,R05DA,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60666074,60666074,"FOLINATE DE CALCIUM AGUETTANT 100 mg, poudre pour solution injectable",true,2001-08-31,,V03AX,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65061182,65061182,"BENDAMUSTINE ACCORD 2,5 mg/mL, poudre pour solution à diluer pour perfusion",true,2016-02-03,,L01AA09,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61959265,61959265,"NUROFEN RHUME, comprimé pelliculé",true,1997-05-14,,R01BA52,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68560639,68560639,"ACICLOVIR TEVA 200 mg, comprimé",true,1998-10-13,,J05AB01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68783058,68783058,"CHLORHEXIDINE/CHLOROBUTANOL TEVA 0,5 ml/0,5 g pour 100 ml, solution pour bain de bouche en flacon",true,2009-04-23,,A01AB,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63378604,63378604,"CLINIMIX N12 G20 E, solution pour perfusion en poche bicompartiment",true,1996-05-20,,B05BA10,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69700033,69700033,"LOXAPAC, solution buvable",true,1980-02-18,,N05AH01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63124787,63124787,"DARUNAVIR MYLAN 600 mg, comprimé pelliculé",true,2017-01-04,,J05AE10,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66329690,66329690,"EPLERENONE VIATRIS 50 mg, comprimé pelliculé",true,2015-06-26,,C03DA04,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62450285,62450285,"CIPROFLOXACINE VIATRIS 500 mg, comprimé pelliculé sécable",true,2003-03-07,,J01MA02,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68747507,68747507,"VACCIN TETANIQUE PASTEUR, suspension injectable en seringue préremplie. Vaccin tétanique adsorbé",true,1978-01-11,,J07AM01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63104681,63104681,"RIVASTIGMINE SANDOZ 1,5 mg, gélule",true,2009-12-11,,N06DA03,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64796108,64796108,"EFFERALGANMED 150 mg, poudre effervescente pour solution buvable en sachet",true,1986-10-07,,N02BE01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63961902,63961902,"PHOSPHATE MONOPOTASSIQUE RENAUDIN 136,10 mg/ml, solution pour perfusion",true,2002-11-19,,B05XA06,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61856322,61856322,"FLIXOTIDE DISKUS 100 microgrammes/dose, poudre pour inhalation en récipient unidose",true,1995-08-21,,R03BA05,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69337265,69337265,"LOSARTAN KRKA 100 mg, comprimé pelliculé",true,2009-08-28,,C09CA01,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69847599,69847599,"IBUPROFENE TEVA 400 mg, comprimé pelliculé",true,2010-12-29,,M01AE01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69966525,69966525,"IMCIVREE 10 mg/ml, solution injectable",true,2021-07-16,,A08AA,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60107747,60107747,"VERRUFILM, solution pour application locale en flacon",true,1995-06-23,,D11AF,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65981679,65981679,"NEORAL 50 mg, capsule molle",true,1995-11-21,,L04AD01,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68725005,68725005,"OXEOL 10 mg, comprimé sécable",true,1994-02-07,,R03CC12,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60306813,60306813,"IRINOTECAN VIATRIS 20 mg/ml, solution à diluer pour perfusion",true,2009-01-07,,L01CE02,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69763208,69763208,"BILINUM COMPLEXE N°113, comprimé sublingual",true,2019-07-11,,V03AX,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67869725,67869725,"RILMENIDINE CRISTERS 1 mg, comprimé",true,2009-08-27,,C02AC06,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60622302,60622302,"SYLVANT 100 mg, poudre pour solution à diluer pour perfusion",true,2014-05-22,,L04AC11,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68862107,68862107,"GEFITINIB ACCORD 250 mg, comprimé pelliculé",true,2018-12-19,,L01EB01,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63713522,63713522,"ETHINYLESTRADIOL/ETONOGESTREL BIOGARAN 15 microgrammes/120 microgrammes/24 heures, système de diffusion vaginal",true,2021-12-16,,G02BB01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67628724,67628724,"ENTECAVIR ZYDUS 1 mg, comprimé pelliculé",true,2017-07-11,,J05AF10,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63424425,63424425,"METFORMINE EG 1000 mg, comprimé pelliculé sécable",true,2004-09-13,,A10BA02,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69980699,69980699,"SULFARLEM S 25 mg, comprimé enrobé",true,1996-07-04,,A16AX02,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67780835,67780835,"MYCOSTER 1 POUR CENT, poudre pour application cutanée",true,1996-06-22,,D01AE14,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67591507,67591507,"STREPSILS MENTHE GLACIALE, pastille à sucer",true,1996-04-01,,R02AA20,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67554633,67554633,"NEOSYNEPHRINE 5 % FAURE, collyre en solution",true,1979-05-02,,S01FB01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64202598,64202598,"IDACIO 40 mg, solution injectable en stylo prérempli",true,2019-04-02,,L04AB04,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63478939,63478939,"TOPIRAMATE BGR 50 mg, comprimé pelliculé",true,2009-01-20,,N03AX11,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68256084,68256084,"PREGABALINE PFIZER 200 mg, gélule",true,2014-04-10,,N02BF02,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65841346,65841346,"NICOTINELL MENTHE 2 mg, comprimé à sucer",true,2005-07-25,,N07BA01,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61957549,61957549,"CEFEPIME PANPHARMA 1 g, poudre pour solution injectable (IM/IV)",true,2010-09-21,,J01DE01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61270633,61270633,"AMIODARONE ARROW LAB 200 mg, comprimé sécable",true,2019-05-28,,C01BD01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68727038,68727038,"TOPREC 1 mg/ml ENFANTS ET NOURRISSONS, sirop",true,1999-06-22,,N02BG,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66866758,66866758,"CIPROFIBRATE BIOGARAN 100 mg, gélule",true,2003-01-10,,C10AB08,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69426034,69426034,"IMIPENEM CILASTATINE VIATRIS 500 mg/500 mg, poudre pour solution pour perfusion",true,2008-09-22,,J01DH51,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61591023,61591023,"AMISULPRIDE TEVA 100 mg, comprimé sécable",true,2004-11-19,,N05AL05,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64108234,64108234,"RHINUREFLEX, comprimé pelliculé",false,1995-04-20,2022-03-28,R01BA52,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63104724,63104724,"HEXAMIDINE MYLAN à 1 POUR MILLE, solution pour application locale",false,2008-03-26,2021-10-15,D08AC04,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67000580,67000580,"MONOCRIXO L.P. 100 mg, gélule à libération prolongée (UNE PRISE QUOTIDIENNE)",true,2003-08-26,,N02AX02,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65546901,65546901,"GLIMEPIRIDE ZENTIVA 3 mg, comprimé",true,2005-11-14,,A10BB12,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69483042,69483042,"REBIF 8,8 microgrammes, solution injectable en stylo prérempli / REBIF 22 microgrammes, solution injectable en stylo prérempli",true,2010-06-02,,L03AB07,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60054376,60054376,"DACARBAZINE LIPOMED 1000 mg, poudre pour solution pour perfusion",true,2018-03-20,,L01AX04,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67608173,67608173,"MIFLASONE 400 microgrammes, poudre pour inhalation en gélule",true,2001-02-22,,R03BA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69356080,69356080,"LAMOTRIGINE TEVA 100 mg, comprimé dispersible ou à croquer",true,2009-04-10,,N03AX09,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66383389,66383389,"NEUROSTHENOL, solution buvable",true,1997-09-03,,A13A,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67392156,67392156,"RALOXIFENE ZENTIVA 60 mg, comprimé pelliculé",true,2011-09-13,,G03XC01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63931930,63931930,"DESFLURANE PIRAMAL 100 %, liquide pour inhalation par vapeur",true,2016-12-07,,N01AB07,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69819219,69819219,"CHLORUMAGENE, poudre orale",true,1991-12-30,,A02AA04,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65976536,65976536,"TREPROSTINIL REDDY PHARMA 10 mg/mL, solution pour perfusion",true,2018-09-28,,B01AC21,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63115432,63115432,"MIKICORT 9 mg, granulés gastro-résistants",true,2016-10-07,,A07EA06,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66952723,66952723,"SIMVASTATINE EVOLUGEN 20 mg, comprimé pelliculé sécable",true,2004-10-18,,C10AA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69793728,69793728,"TECEOS 13 mg, trousse pour préparation radiopharmaceutique",true,1997-11-12,,V09BA04,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66993741,66993741,"ERLOTINIB SANDOZ 25 mg, comprimé pelliculé",true,2018-03-12,,L01EB02,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67580959,67580959,"TENOFOVIR DISOPROXIL ARROW 123 mg, comprimé pelliculé",true,2017-07-10,,J05AF07,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67370131,67370131,"DIMETHYL FUMARATE NEURAXPHARM 240 mg, gélule gastrorésistante",true,2022-05-13,,L04AX07,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68220711,68220711,"DARUNAVIR TEVA 800 mg, comprimé pelliculé",true,2018-02-08,,J05AE10,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67131252,67131252,"LENALIDOMIDE EG 10 mg, gélule",true,2020-09-15,,L04AX04,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62500731,62500731,"TRIPLIXAM 5 mg/1,25 mg/5 mg, comprimé pelliculé",true,2014-05-06,,C09BX01,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61098183,61098183,"ATORVASTATINE VIATRIS 80 mg, comprimé pelliculé",true,2011-07-06,,C10AA05,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65699007,65699007,"TEMERITDUO 5 mg/25 mg, comprimé pelliculé",false,2017-11-13,2022-10-17,C07BB12,,Autorisation d'importation parallèle d’une spécialité pharmaceutique en vue de la mise sur le marché en France,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68999853,68999853,"MEXILETINE AP-HP 200 mg, gélule",false,1979-06-19,2021-12-03,M09AX,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65715632,65715632,"XENICAL 120 mg, gélule",true,1998-07-29,,A08AB01,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62556185,62556185,"BICARBONATE DE SODIUM B.BRAUN 8,4 POUR CENT, solution pour perfusion",true,1982-10-22,,B05BB01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67824655,67824655,"MIDAZOLAM VIATRIS 1 mg/ml, solution injectable ou rectale",true,2000-08-09,,N05CD08,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63432799,63432799,"BRIMONIDINE/TIMOLOL EG 2 mg/ml + 5 mg/ml, collyre en solution",true,2017-07-17,,S01ED51,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69386458,69386458,"GRANISETRON B BRAUN 3 mg/3 ml, solution à diluer injectable ou pour perfusion",true,2009-04-06,,A04AA02,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60558629,60558629,"SEVELAMER CARBONATE BIOGARAN 800 mg, comprimé pelliculé",true,2015-02-12,,V03AE02,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63775495,63775495,"MEMANTINE TEVA SANTE 10 mg, comprimé pelliculé sécable",true,2013-02-20,,N06DX01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65014229,65014229,"DOBUTAMINE HIKMA 12,5 mg/ml, solution à diluer pour perfusion",true,2021-06-17,,C01CA07,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62979484,62979484,"BADIAGA COMPLEXE N°47, comprimé sublingual",true,2013-01-21,,V03AX,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68489829,68489829,"DUTASTERIDE EG 0,5 mg, capsule molle",true,2017-07-28,,G04CB02,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69578113,69578113,"NOVANTRONE 10 mg/5 ml, solution à diluer pour perfusion",true,1985-01-31,,L01DB07,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63045724,63045724,"TEGRETOL L.P. 200 mg, comprimé pelliculé sécable à libération prolongée",true,1987-12-29,,N03AF01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61279479,61279479,"MICROPAQUE SCANNER, suspension buvable à diluer",true,1987-07-10,,V08BA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69176659,69176659,"BISOPROLOL REF 3,75 mg, comprimé pelliculé sécable",true,2021-04-08,,C07AB07,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60044987,60044987,"CAPECITABINE VIATRIS 500 mg, comprimé pelliculé",true,2013-09-06,,L01BC06,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68729480,68729480,"ABILIFY MAINTENA 300 mg, poudre et solvant pour suspension injectable à libération prolongée",true,2013-11-15,,N05AX12,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63011070,63011070,"BACLOFENE EG 10 mg, comprimé sécable",true,2021-05-20,,M03BX01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60107932,60107932,"ARKOGELULES CHARBON VEGETAL, gélule",true,1997-07-24,,A07BA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68510337,68510337,"ODRIK 2 mg, gélule",true,1992-02-19,,C09AA10,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60277824,60277824,"TERBUTALINE SANDOZ 5 mg/2 ml, solution pour inhalation par nébuliseur en récipient unidose",true,2013-04-17,,R03AC03,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65161752,65161752,"TAHOR 20 mg, comprimé pelliculé",false,2016-06-24,2021-01-01,C10AA05,,Autorisation d'importation parallèle d’une spécialité pharmaceutique en vue de la mise sur le marché en France,Archivé,,,
